# scenario=load
t,iq_ref,iq,tau_e,tau_load,omega,theta_m
0.231138,0.4,0.400628,0.0317281,0.03168,62.7085,16.7958
0.231188,0.4,0.400628,0.0317282,0.03168,62.6979,16.799
0.231238,0.4,0.400629,0.0317282,0.03168,62.6874,16.8021
0.231288,0.4,0.400629,0.0317282,0.03168,62.6769,16.8052
0.231338,0.4,0.400629,0.0317282,0.03168,62.6663,16.8083
0.231388,0.4,0.400629,0.0317282,0.03168,62.6558,16.8115
0.231438,0.4,0.400629,0.0317282,0.03168,62.6453,16.8146
0.231488,0.4,0.400629,0.0317282,0.03168,62.6348,16.8177
0.231538,0.4,0.400629,0.0317282,0.03168,62.6242,16.8208
0.231588,0.4,0.400629,0.0317282,0.03168,62.6137,16.824
0.231638,0.4,0.400629,0.0317282,0.03168,62.6032,16.8271
0.231688,0.4,0.400628,0.0317282,0.03168,62.5927,16.8302
0.231738,0.4,0.400628,0.0317282,0.03168,62.5822,16.8334
0.231788,0.4,0.400628,0.0317282,0.03168,62.5716,16.8365
0.231838,0.4,0.400628,0.0317282,0.03168,62.5611,16.8396
0.231888,0.4,0.400628,0.0317282,0.03168,62.5506,16.8427
0.231938,0.4,0.400628,0.0317282,0.03168,62.5401,16.8459
0.231988,0.4,0.400628,0.0317281,0.03168,62.5296,16.849
0.232038,0.4,0.400628,0.0317281,0.03168,62.5191,16.8521
0.232088,0.4,0.400628,0.0317281,0.03168,62.5085,16.8553
0.232138,0.4,0.400628,0.0317281,0.03168,62.498,16.8584
0.232188,0.4,0.400628,0.0317281,0.03168,62.4875,16.8615
0.232238,0.4,0.400628,0.0317281,0.03168,62.477,16.8646
0.232288,0.4,0.400628,0.0317281,0.03168,62.4665,16.8678
0.232338,0.4,0.400628,0.0317281,0.03168,62.456,16.8709
0.232388,0.4,0.400628,0.0317281,0.03168,62.4455,16.874
0.232438,0.4,0.400628,0.0317281,0.03168,62.435,16.8772
0.232488,0.4,0.400628,0.0317281,0.03168,62.4245,16.8803
0.232538,0.4,0.400628,0.0317281,0.03168,62.414,16.8834
0.232588,0.4,0.400628,0.0317281,0.03168,62.4035,16.8865
0.232638,0.4,0.400628,0.0317281,0.03168,62.393,16.8897
0.232688,0.4,0.400628,0.0317281,0.03168,62.3825,16.8928
0.232738,0.4,0.400628,0.0317281,0.03168,62.372,16.8959
0.232788,0.4,0.400627,0.0317281,0.03168,62.3616,16.899
0.232838,0.4,0.400626,0.031728,0.03168,62.3511,16.9021
0.232888,0.4,0.400626,0.031728,0.03168,62.3406,16.9053
0.232938,0.4,0.400626,0.031728,0.03168,62.3301,16.9084
0.232988,0.4,0.400627,0.0317281,0.03168,62.3196,16.9115
0.233038,0.4,0.400627,0.0317281,0.03168,62.3091,16.9146
0.233088,0.4,0.400627,0.0317281,0.03168,62.2986,16.9177
0.233138,0.4,0.400627,0.0317281,0.03168,62.2881,16.9208
0.233188,0.4,0.400627,0.0317281,0.03168,62.2776,16.9239
0.233238,0.4,0.400627,0.0317281,0.03168,62.2671,16.927
0.233288,0.4,0.400627,0.0317281,0.03168,62.2567,16.9301
0.233338,0.4,0.400627,0.0317281,0.03168,62.2462,16.9332
0.233388,0.4,0.400627,0.0317281,0.03168,62.2357,16.9363
0.233437,0.4,0.400627,0.0317281,0.03168,62.2252,16.9394
0.233487,0.4,0.400627,0.0317281,0.03168,62.2147,16.9426
0.233537,0.4,0.400627,0.0317281,0.03168,62.2042,16.9457
0.233587,0.4,0.400626,0.031728,0.03168,62.1937,16.9488
0.233637,0.4,0.400626,0.031728,0.03168,62.1832,16.9519
0.233687,0.4,0.400626,0.031728,0.03168,62.1727,16.955
0.233737,0.4,0.400626,0.031728,0.03168,62.1622,16.9581
0.233787,0.4,0.400626,0.031728,0.03168,62.1517,16.9612
0.233837,0.4,0.400626,0.031728,0.03168,62.1413,16.9643
0.233887,0.4,0.400626,0.031728,0.03168,62.1308,16.9674
0.233937,0.4,0.400626,0.031728,0.03168,62.1203,16.9705
0.233987,0.4,0.400626,0.031728,0.03168,62.1098,16.9736
0.234037,0.4,0.400626,0.031728,0.03168,62.0993,16.9768
0.234087,0.4,0.400626,0.031728,0.03168,62.0888,16.9799
0.234137,0.4,0.400626,0.031728,0.03168,62.0783,16.983
0.234187,0.4,0.400626,0.031728,0.03168,62.0678,16.9861
0.234237,0.4,0.400626,0.031728,0.03168,62.0573,16.9892
0.234287,0.4,0.400626,0.031728,0.03168,62.0468,16.9923
0.234337,0.4,0.400626,0.031728,0.03168,62.0364,16.9954
0.234387,0.4,0.400626,0.031728,0.03168,62.0259,16.9985
0.234437,0.4,0.400626,0.0317281,0.03168,62.0154,17.0016
0.234487,0.4,0.400627,0.0317281,0.03168,62.0049,17.0047
0.234537,0.4,0.400627,0.0317281,0.03168,61.9944,17.0078
0.234587,0.4,0.400626,0.0317281,0.03168,61.9839,17.0109
0.234637,0.4,0.400626,0.031728,0.03168,61.9734,17.014
0.234687,0.4,0.400625,0.031728,0.03168,61.9629,17.0171
0.234737,0.4,0.400626,0.031728,0.03168,61.9524,17.0202
0.234787,0.4,0.400626,0.031728,0.03168,61.9419,17.0233
0.234837,0.4,0.400626,0.031728,0.03168,61.9314,17.0264
0.234887,0.4,0.400626,0.031728,0.03168,61.921,17.0295
0.234937,0.4,0.400626,0.0317281,0.03168,61.9105,17.0326
0.234987,0.4,0.400626,0.0317281,0.03168,61.9,17.0357
0.235037,0.4,0.400627,0.0317281,0.03168,61.8895,17.0388
0.235087,0.4,0.400627,0.0317281,0.03168,61.879,17.0418
0.235137,0.4,0.400627,0.0317281,0.03168,61.8685,17.0449
0.235187,0.4,0.400626,0.0317281,0.03168,61.858,17.048
0.235237,0.4,0.400626,0.0317281,0.03168,61.8475,17.0511
0.235287,0.4,0.400626,0.0317281,0.03168,61.8371,17.0542
0.235337,0.4,0.400626,0.031728,0.03168,61.8266,17.0573
0.235387,0.4,0.400626,0.031728,0.03168,61.8161,17.0604
0.235437,0.4,0.400626,0.031728,0.03168,61.8056,17.0635
0.235487,0.4,0.400626,0.031728,0.03168,61.7951,17.0666
0.235537,0.4,0.400626,0.031728,0.03168,61.7847,17.0697
0.235587,0.4,0.400626,0.031728,0.03168,61.7742,17.0727
0.235637,0.4,0.400626,0.031728,0.03168,61.7637,17.0758
0.235687,0.4,0.400626,0.031728,0.03168,61.7532,17.0789
0.235737,0.4,0.400626,0.031728,0.03168,61.7427,17.082
0.235787,0.4,0.400625,0.031728,0.03168,61.7323,17.0851
0.235837,0.4,0.400625,0.031728,0.03168,61.7218,17.0882
0.235887,0.4,0.400625,0.031728,0.03168,61.7113,17.0913
0.235937,0.4,0.400625,0.031728,0.03168,61.7009,17.0944
0.235987,0.4,0.400625,0.031728,0.03168,61.6904,17.0975
0.236037,0.4,0.400625,0.031728,0.03168,61.6799,17.1006
0.236087,0.4,0.400625,0.031728,0.03168,61.6695,17.1036
0.236137,0.4,0.400625,0.031728,0.03168,61.659,17.1067
0.236187,0.4,0.400625,0.031728,0.03168,61.6486,17.1098
0.236237,0.4,0.400625,0.031728,0.03168,61.6381,17.1129
0.236287,0.4,0.400625,0.031728,0.03168,61.6277,17.116
0.236337,0.4,0.400625,0.031728,0.03168,61.6172,17.1191
0.236387,0.4,0.400625,0.031728,0.03168,61.6067,17.1222
0.236437,0.4,0.400624,0.0317279,0.03168,61.5963,17.1253
0.236487,0.4,0.400624,0.0317279,0.03168,61.5858,17.1283
0.236537,0.4,0.400624,0.0317279,0.03168,61.5754,17.1314
0.236587,0.4,0.400624,0.0317279,0.03168,61.5649,17.1345
0.236637,0.4,0.400624,0.0317279,0.03168,61.5545,17.1375
0.236687,0.4,0.400625,0.0317279,0.03168,61.544,17.1406
0.236737,0.4,0.400625,0.0317279,0.03168,61.5336,17.1437
0.236787,0.4,0.400625,0.031728,0.03168,61.5231,17.1467
0.236837,0.4,0.400625,0.0317279,0.03168,61.5127,17.1498
0.236887,0.4,0.400625,0.0317279,0.03168,61.5022,17.1529
0.236937,0.4,0.400625,0.0317279,0.03168,61.4918,17.156
0.236987,0.4,0.400625,0.0317279,0.03168,61.4813,17.159
0.237037,0.4,0.400625,0.0317279,0.03168,61.4709,17.1621
0.237087,0.4,0.400624,0.0317279,0.03168,61.4604,17.1652
0.237137,0.4,0.400624,0.0317279,0.03168,61.45,17.1682
0.237187,0.4,0.400624,0.0317279,0.03168,61.4395,17.1713
0.237237,0.4,0.400624,0.0317279,0.03168,61.4291,17.1744
0.237287,0.4,0.400624,0.0317279,0.03168,61.4186,17.1775
0.237337,0.4,0.400624,0.0317279,0.03168,61.4082,17.1805
0.237387,0.4,0.400624,0.0317279,0.03168,61.3977,17.1836
0.237437,0.4,0.400624,0.0317279,0.03168,61.3872,17.1867
0.237487,0.4,0.400624,0.0317279,0.03168,61.3768,17.1897
0.237537,0.4,0.400624,0.0317279,0.03168,61.3663,17.1928
0.237587,0.4,0.400624,0.0317279,0.03168,61.3559,17.1959
0.237637,0.4,0.400624,0.0317279,0.03168,61.3454,17.199
0.237687,0.4,0.400624,0.0317279,0.03168,61.335,17.202
0.237737,0.4,0.400624,0.0317279,0.03168,61.3245,17.2051
0.237787,0.4,0.400624,0.0317279,0.03168,61.3141,17.2082
0.237837,0.4,0.400624,0.0317279,0.03168,61.3036,17.2112
0.237887,0.4,0.400624,0.0317279,0.03168,61.2932,17.2143
0.237937,0.4,0.400624,0.0317279,0.03168,61.2827,17.2174
0.237987,0.4,0.400624,0.0317279,0.03168,61.2723,17.2204
0.238037,0.4,0.400624,0.0317279,0.03168,61.2618,17.2235
0.238087,0.4,0.400624,0.0317279,0.03168,61.2514,17.2266
0.238137,0.4,0.400624,0.0317279,0.03168,61.2409,17.2297
0.238187,0.4,0.400624,0.0317279,0.03168,61.2305,17.2327
0.238237,0.4,0.400624,0.0317279,0.03168,61.22,17.2358
0.238287,0.4,0.400623,0.0317279,0.03168,61.2096,17.2388
0.238337,0.4,0.400623,0.0317278,0.03168,61.1991,17.2419
0.238387,0.4,0.400623,0.0317279,0.03168,61.1887,17.2449
0.238437,0.4,0.400624,0.0317279,0.03168,61.1782,17.248
0.238487,0.4,0.400624,0.0317279,0.03168,61.1678,17.251
0.238537,0.4,0.400624,0.0317279,0.03168,61.1573,17.2541
0.238587,0.4,0.400624,0.0317279,0.03168,61.1468,17.2572
0.238637,0.4,0.400624,0.0317279,0.03168,61.1364,17.2602
0.238687,0.4,0.400624,0.0317279,0.03168,61.1259,17.2633
0.238737,0.4,0.400624,0.0317279,0.03168,61.1155,17.2663
0.238787,0.4,0.400624,0.0317279,0.03168,61.105,17.2694
0.238837,0.4,0.400624,0.0317279,0.03168,61.0946,17.2724
0.238887,0.4,0.400624,0.0317279,0.03168,61.0842,17.2755
0.238937,0.4,0.400624,0.0317279,0.03168,61.0737,17.2785
0.238987,0.4,0.400624,0.0317279,0.03168,61.0633,17.2816
0.239037,0.4,0.400624,0.0317279,0.03168,61.0528,17.2846
0.239087,0.4,0.400624,0.0317279,0.03168,61.0424,17.2877
0.239137,0.4,0.400624,0.0317279,0.03168,61.0319,17.2907
0.239187,0.4,0.400624,0.0317279,0.03168,61.0215,17.2938
0.239237,0.4,0.400624,0.0317279,0.03168,61.011,17.2968
0.239287,0.4,0.400623,0.0317279,0.03168,61.0006,17.2999
0.239337,0.4,0.400623,0.0317279,0.03168,60.9902,17.3029
0.239387,0.4,0.400623,0.0317279,0.03168,60.9797,17.306
0.239437,0.4,0.400623,0.0317279,0.03168,60.9693,17.309
0.239487,0.4,0.400623,0.0317279,0.03168,60.9589,17.3121
0.239537,0.4,0.400623,0.0317279,0.03168,60.9484,17.3151
0.239587,0.4,0.400623,0.0317279,0.03168,60.938,17.3182
0.239637,0.4,0.400623,0.0317279,0.03168,60.9276,17.3212
0.239687,0.4,0.400623,0.0317279,0.03168,60.9171,17.3243
0.239737,0.4,0.400623,0.0317279,0.03168,60.9067,17.3273
0.239787,0.4,0.400623,0.0317279,0.03168,60.8963,17.3304
0.239837,0.4,0.400623,0.0317279,0.03168,60.8859,17.3334
0.239887,0.4,0.400623,0.0317279,0.03168,60.8755,17.3365
0.239937,0.4,0.400623,0.0317279,0.03168,60.865,17.3396
0.239987,0.4,0.400623,0.0317279,0.03168,60.8546,17.3426
0.240037,0.4,0.400623,0.0317279,0.03168,60.8442,17.3457
0.240087,0.4,0.400622,0.0317278,0.03168,60.8338,17.3487
0.240137,0.4,0.400622,0.0317278,0.03168,60.8234,17.3517
0.240187,0.4,0.400622,0.0317278,0.03168,60.813,17.3547
0.240237,0.4,0.400622,0.0317278,0.03168,60.8026,17.3578
0.240287,0.4,0.400622,0.0317278,0.03168,60.7921,17.3608
0.240337,0.4,0.400622,0.0317278,0.03168,60.7817,17.3638
0.240387,0.4,0.400623,0.0317278,0.03168,60.7713,17.3669
0.240437,0.4,0.400622,0.0317278,0.03168,60.7609,17.3699
0.240487,0.4,0.400623,0.0317278,0.03168,60.7505,17.3729
0.240537,0.4,0.400623,0.0317278,0.03168,60.7401,17.376
0.240587,0.4,0.400623,0.0317278,0.03168,60.7297,17.379
0.240637,0.4,0.400622,0.0317278,0.03168,60.7192,17.382
0.240687,0.4,0.400622,0.0317278,0.03168,60.7088,17.3851
0.240737,0.4,0.400622,0.0317278,0.03168,60.6984,17.3881
0.240787,0.4,0.400622,0.0317278,0.03168,60.688,17.3911
0.240837,0.4,0.400622,0.0317278,0.03168,60.6776,17.3942
0.240887,0.4,0.400622,0.0317278,0.03168,60.6672,17.3972
0.240937,0.4,0.400622,0.0317277,0.03168,60.6568,17.4002
0.240986,0.4,0.400622,0.0317277,0.03168,60.6463,17.4033
0.241036,0.4,0.400622,0.0317277,0.03168,60.6359,17.4063
0.241086,0.4,0.400622,0.0317277,0.03168,60.6255,17.4093
0.241136,0.4,0.400622,0.0317277,0.03168,60.6151,17.4124
0.241186,0.4,0.400622,0.0317277,0.03168,60.6047,17.4154
0.241236,0.4,0.400621,0.0317277,0.03168,60.5943,17.4184
0.241286,0.4,0.400621,0.0317277,0.03168,60.5839,17.4215
0.241336,0.4,0.400622,0.0317277,0.03168,60.5734,17.4245
0.241386,0.4,0.400622,0.0317277,0.03168,60.563,17.4275
0.241436,0.4,0.400622,0.0317277,0.03168,60.5526,17.4306
0.241486,0.4,0.400622,0.0317277,0.03168,60.5422,17.4336
0.241536,0.4,0.400622,0.0317277,0.03168,60.5318,17.4366
0.241586,0.4,0.400622,0.0317278,0.03168,60.5214,17.4397
0.241636,0.4,0.400622,0.0317278,0.03168,60.511,17.4427
0.241686,0.4,0.400622,0.0317278,0.03168,60.5005,17.4457
0.241736,0.4,0.400622,0.0317278,0.03168,60.4901,17.4488
0.241786,0.4,0.400622,0.0317278,0.03168,60.4797,17.4518
0.241836,0.4,0.400622,0.0317278,0.03168,60.4693,17.4548
0.241886,0.4,0.400622,0.0317278,0.03168,60.4589,17.4579
0.241936,0.4,0.400621,0.0317277,0.03168,60.4485,17.4609
0.241986,0.4,0.400621,0.0317277,0.03168,60.4381,17.4639
0.242036,0.4,0.400621,0.0317277,0.03168,60.4277,17.4669
0.242086,0.4,0.400621,0.0317277,0.03168,60.4172,17.4699
0.242136,0.4,0.400622,0.0317277,0.03168,60.4068,17.4729
0.242186,0.4,0.400622,0.0317278,0.03168,60.3964,17.4759
0.242236,0.4,0.400622,0.0317278,0.03168,60.386,17.4789
0.242286,0.4,0.400622,0.0317278,0.03168,60.3756,17.482
0.242336,0.4,0.400622,0.0317278,0.03168,60.3652,17.485
0.242386,0.4,0.400622,0.0317278,0.03168,60.3548,17.488
0.242436,0.4,0.400622,0.0317278,0.03168,60.3443,17.491
0.242486,0.4,0.400622,0.0317278,0.03168,60.3339,17.494
0.242536,0.4,0.400622,0.0317278,0.03168,60.3235,17.497
0.242586,0.4,0.400622,0.0317278,0.03168,60.3131,17.5
0.242636,0.4,0.400622,0.0317278,0.03168,60.3027,17.5031
0.242686,0.4,0.400622,0.0317278,0.03168,60.2923,17.5061
0.242736,0.4,0.400622,0.0317277,0.03168,60.2819,17.5091
0.242786,0.4,0.400621,0.0317277,0.03168,60.2715,17.5121
0.242836,0.4,0.400621,0.0317277,0.03168,60.2611,17.5151
0.242886,0.4,0.400621,0.0317277,0.03168,60.2507,17.5181
0.242936,0.4,0.400621,0.0317277,0.03168,60.2403,17.5211
0.242986,0.4,0.400621,0.0317277,0.03168,60.2299,17.5242
0.243036,0.4,0.400621,0.0317277,0.03168,60.2195,17.5272
0.243086,0.4,0.400621,0.0317277,0.03168,60.2091,17.5302
0.243136,0.4,0.400621,0.0317277,0.03168,60.1987,17.5332
0.243186,0.4,0.400621,0.0317277,0.03168,60.1883,17.5362
0.243236,0.4,0.400621,0.0317277,0.03168,60.1779,17.5392
0.243286,0.4,0.400621,0.0317277,0.03168,60.1675,17.5422
0.243336,0.4,0.400621,0.0317277,0.03168,60.1571,17.5452
0.243386,0.4,0.400621,0.0317277,0.03168,60.1467,17.5483
0.243436,0.4,0.400621,0.0317277,0.03168,60.1363,17.5513
0.243486,0.4,0.400621,0.0317277,0.03168,60.1259,17.5543
0.243536,0.4,0.400621,0.0317277,0.03168,60.1156,17.5573
0.243586,0.4,0.400621,0.0317277,0.03168,60.1052,17.5603
0.243636,0.4,0.400621,0.0317277,0.03168,60.0948,17.5633
0.243686,0.4,0.400621,0.0317277,0.03168,60.0844,17.5663
0.243736,0.4,0.40062,0.0317277,0.03168,60.0741,17.5693
0.243786,0.4,0.40062,0.0317276,0.03168,60.0637,17.5723
0.243836,0.4,0.40062,0.0317276,0.03168,60.0533,17.5753
0.243886,0.4,0.40062,0.0317276,0.03168,60.0429,17.5783
0.243936,0.4,0.40062,0.0317276,0.03168,60.0326,17.5813
0.243986,0.4,0.40062,0.0317276,0.03168,60.0222,17.5843
0.244036,0.4,0.40062,0.0317277,0.03168,60.0118,17.5873
0.244086,0.4,0.40062,0.0317277,0.03168,60.0014,17.5903
0.244136,0.4,0.40062,0.0317277,0.03168,59.9911,17.5933
0.244186,0.4,0.40062,0.0317277,0.03168,59.9807,17.5963
0.244236,0.4,0.40062,0.0317277,0.03168,59.9703,17.5993
0.244286,0.4,0.40062,0.0317277,0.03168,59.9599,17.6023
0.244336,0.4,0.40062,0.0317277,0.03168,59.9496,17.6053
0.244386,0.4,0.40062,0.0317276,0.03168,59.9392,17.6083
0.244436,0.4,0.40062,0.0317276,0.03168,59.9288,17.6113
0.244486,0.4,0.40062,0.0317276,0.03168,59.9184,17.6143
0.244536,0.4,0.40062,0.0317276,0.03168,59.908,17.6173
0.244586,0.4,0.40062,0.0317276,0.03168,59.8977,17.6202
0.244636,0.4,0.400619,0.0317276,0.03168,59.8873,17.6232
0.244686,0.4,0.400619,0.0317276,0.03168,59.8769,17.6262
0.244736,0.4,0.400619,0.0317276,0.03168,59.8665,17.6292
0.244786,0.4,0.400619,0.0317276,0.03168,59.8562,17.6322
0.244836,0.4,0.400619,0.0317276,0.03168,59.8458,17.6352
0.244886,0.4,0.400619,0.0317276,0.03168,59.8354,17.6382
0.244936,0.4,0.400619,0.0317276,0.03168,59.825,17.6412
0.244986,0.4,0.400619,0.0317276,0.03168,59.8147,17.6442
0.245036,0.4,0.400619,0.0317276,0.03168,59.8043,17.6472
0.245086,0.4,0.400619,0.0317276,0.03168,59.7939,17.6502
0.245136,0.4,0.40062,0.0317276,0.03168,59.7835,17.6532
0.245186,0.4,0.40062,0.0317276,0.03168,59.7732,17.6562
0.245236,0.4,0.40062,0.0317276,0.03168,59.7628,17.6592
0.245286,0.4,0.40062,0.0317276,0.03168,59.7524,17.6622
0.245336,0.4,0.40062,0.0317276,0.03168,59.742,17.6652
0.245386,0.4,0.40062,0.0317276,0.03168,59.7317,17.6682
0.245436,0.4,0.40062,0.0317276,0.03168,59.7213,17.6712
0.245486,0.4,0.40062,0.0317276,0.03168,59.7109,17.6742
0.245536,0.4,0.40062,0.0317277,0.03168,59.7005,17.6771
0.245586,0.4,0.400619,0.0317276,0.03168,59.6902,17.6801
0.245636,0.4,0.400619,0.0317276,0.03168,59.6798,17.6831
0.245686,0.4,0.400619,0.0317276,0.03168,59.6694,17.6861
0.245736,0.4,0.400619,0.0317276,0.03168,59.659,17.689
0.245786,0.4,0.400619,0.0317276,0.03168,59.6486,17.692
0.245836,0.4,0.40062,0.0317276,0.03168,59.6383,17.695
0.245886,0.4,0.40062,0.0317276,0.03168,59.6279,17.698
0.245936,0.4,0.40062,0.0317276,0.03168,59.6175,17.7009
0.245986,0.4,0.40062,0.0317277,0.03168,59.6071,17.7039
0.246036,0.4,0.40062,0.0317277,0.03168,59.5968,17.7069
0.246086,0.4,0.40062,0.0317277,0.03168,59.5864,17.7099
0.246136,0.4,0.40062,0.0317277,0.03168,59.576,17.7129
0.246186,0.4,0.40062,0.0317276,0.03168,59.5656,17.7158
0.246236,0.4,0.40062,0.0317276,0.03168,59.5553,17.7188
0.246286,0.4,0.40062,0.0317276,0.03168,59.5449,17.7218
0.246336,0.4,0.40062,0.0317276,0.03168,59.5345,17.7248
0.246386,0.4,0.40062,0.0317276,0.03168,59.5242,17.7277
0.246436,0.4,0.400619,0.0317276,0.03168,59.5138,17.7307
0.246486,0.4,0.400619,0.0317276,0.03168,59.5034,17.7337
0.246536,0.4,0.400619,0.0317276,0.03168,59.4931,17.7367
0.246586,0.4,0.400619,0.0317276,0.03168,59.4827,17.7396
0.246636,0.4,0.400619,0.0317276,0.03168,59.4723,17.7426
0.246686,0.4,0.400619,0.0317276,0.03168,59.462,17.7456
0.246736,0.4,0.400619,0.0317276,0.03168,59.4516,17.7486
0.246786,0.4,0.400619,0.0317276,0.03168,59.4412,17.7515
0.246836,0.4,0.400619,0.0317276,0.03168,59.4309,17.7545
0.246886,0.4,0.400619,0.0317276,0.03168,59.4205,17.7575
0.246936,0.4,0.400619,0.0317276,0.03168,59.4102,17.7605
0.246986,0.4,0.400619,0.0317276,0.03168,59.3998,17.7634
0.247036,0.4,0.400619,0.0317276,0.03168,59.3895,17.7664
0.247086,0.4,0.400619,0.0317276,0.03168,59.3791,17.7694
0.247136,0.4,0.400619,0.0317276,0.03168,59.3688,17.7724
0.247186,0.4,0.400619,0.0317276,0.03168,59.3584,17.7753
0.247236,0.4,0.400619,0.0317276,0.03168,59.3481,17.7783
0.247286,0.4,0.400619,0.0317276,0.03168,59.3377,17.7813
0.247336,0.4,0.400619,0.0317276,0.03168,59.3274,17.7843
0.247386,0.4,0.400619,0.0317276,0.03168,59.3171,17.7872
0.247436,0.4,0.400618,0.0317275,0.03168,59.3067,17.7902
0.247486,0.4,0.400618,0.0317275,0.03168,59.2964,17.7931
0.247536,0.4,0.400617,0.0317275,0.03168,59.2861,17.7961
0.247586,0.4,0.400618,0.0317275,0.03168,59.2757,17.7991
0.247636,0.4,0.400618,0.0317275,0.03168,59.2654,17.802
0.247686,0.4,0.400618,0.0317275,0.03168,59.255,17.805
0.247736,0.4,0.400618,0.0317275,0.03168,59.2447,17.8079
0.247786,0.4,0.400618,0.0317275,0.03168,59.2344,17.8109
0.247836,0.4,0.400618,0.0317275,0.03168,59.224,17.8138
0.247886,0.4,0.400618,0.0317275,0.03168,59.2137,17.8168
0.247936,0.4,0.400618,0.0317275,0.03168,59.2034,17.8198
0.247986,0.4,0.400618,0.0317275,0.03168,59.193,17.8227
0.248036,0.4,0.400618,0.0317275,0.03168,59.1827,17.8257
0.248086,0.4,0.400618,0.0317275,0.03168,59.1723,17.8286
0.248136,0.4,0.400618,0.0317275,0.03168,59.162,17.8316
0.248186,0.4,0.400617,0.0317275,0.03168,59.1517,17.8345
0.248236,0.4,0.400617,0.0317275,0.03168,59.1413,17.8375
0.248286,0.4,0.400617,0.0317275,0.03168,59.131,17.8404
0.248336,0.4,0.400617,0.0317275,0.03168,59.1207,17.8434
0.248386,0.4,0.400617,0.0317275,0.03168,59.1103,17.8464
0.248436,0.4,0.400617,0.0317275,0.03168,59.1,17.8493
0.248486,0.4,0.400617,0.0317274,0.03168,59.0896,17.8523
0.248535,0.4,0.400617,0.0317274,0.03168,59.0793,17.8552
0.248585,0.4,0.400617,0.0317275,0.03168,59.069,17.8582
0.248635,0.4,0.400617,0.0317275,0.03168,59.0586,17.8611
0.248685,0.4,0.400617,0.0317275,0.03168,59.0483,17.8641
0.248735,0.4,0.400617,0.0317275,0.03168,59.038,17.8671
0.248785,0.4,0.400617,0.0317275,0.03168,59.0276,17.87
0.248835,0.4,0.400617,0.0317275,0.03168,59.0173,17.873
0.248885,0.4,0.400617,0.0317275,0.03168,59.0069,17.8759
0.248935,0.4,0.400617,0.0317275,0.03168,58.9966,17.8789
0.248985,0.4,0.400617,0.0317275,0.03168,58.9863,17.8818
0.249035,0.4,0.400618,0.0317275,0.03168,58.9759,17.8848
0.249085,0.4,0.400618,0.0317275,0.03168,58.9656,17.8878
0.249135,0.4,0.400618,0.0317275,0.03168,58.9552,17.8907
0.249185,0.4,0.400618,0.0317275,0.03168,58.9449,17.8937
0.249235,0.4,0.400618,0.0317275,0.03168,58.9346,17.8966
0.249285,0.4,0.400617,0.0317274,0.03168,58.9242,17.8996
0.249335,0.4,0.400617,0.0317274,0.03168,58.9139,17.9025
0.249385,0.4,0.400617,0.0317274,0.03168,58.9036,17.9054
0.249435,0.4,0.400617,0.0317274,0.03168,58.8932,17.9084
0.249485,0.4,0.400617,0.0317275,0.03168,58.8829,17.9113
0.249535,0.4,0.400617,0.0317275,0.03168,58.8725,17.9142
0.249585,0.4,0.400618,0.0317275,0.03168,58.8622,17.9172
0.249635,0.4,0.400618,0.0317275,0.03168,58.8519,17.9201
0.249685,0.4,0.400618,0.0317275,0.03168,58.8415,17.923
0.249735,0.4,0.400618,0.0317275,0.03168,58.8312,17.926
0.249785,0.4,0.400618,0.0317275,0.03168,58.8209,17.9289
0.249835,0.4,0.400618,0.0317275,0.03168,58.8105,17.9319
0.249885,0.4,0.400617,0.0317275,0.03168,58.8002,17.9348
0.249935,0.4,0.400617,0.0317275,0.03168,58.7899,17.9377
0.249985,0.4,0.400617,0.0317275,0.03168,58.7795,17.9407
0.250035,0.4,0.400617,0.0317275,0.03168,58.7692,17.9436
0.250085,0.4,0.400617,0.0317275,0.03168,58.7589,17.9465
0.250135,0.4,0.400617,0.0317275,0.03168,58.7485,17.9495
0.250185,0.4,0.400617,0.0317275,0.03168,58.7382,17.9524
0.250235,0.4,0.400617,0.0317274,0.03168,58.7279,17.9554
0.250285,0.4,0.400617,0.0317274,0.03168,58.7175,17.9583
0.250335,0.4,0.400617,0.0317274,0.03168,58.7072,17.9612
0.250385,0.4,0.400617,0.0317274,0.03168,58.6969,17.9642
0.250435,0.4,0.400617,0.0317274,0.03168,58.6866,17.9671
0.250485,0.4,0.400617,0.0317274,0.03168,58.6762,17.97
0.250535,0.4,0.400617,0.0317274,0.03168,58.6659,17.973
0.250585,0.4,0.400617,0.0317274,0.03168,58.6556,17.9759
0.250635,0.4,0.400617,0.0317274,0.03168,58.6453,17.9789
0.250685,0.4,0.400617,0.0317274,0.03168,58.635,17.9818
0.250735,0.4,0.400617,0.0317274,0.03168,58.6246,17.9847
0.250785,0.4,0.400617,0.0317274,0.03168,58.6143,17.9877
0.250835,0.4,0.400617,0.0317274,0.03168,58.604,17.9906
0.250885,0.4,0.400617,0.0317274,0.03168,58.5937,17.9935
0.250935,0.4,0.400617,0.0317274,0.03168,58.5834,17.9965
0.250985,0.4,0.400617,0.0317274,0.03168,58.5731,17.9994
0.251035,0.4,0.400617,0.0317274,0.03168,58.5628,18.0024
0.251085,0.4,0.400616,0.0317274,0.03168,58.5525,18.0053
0.251135,0.4,0.400616,0.0317274,0.03168,58.5422,18.0082
0.251186,0.4,0.400615,0.0317273,0.03168,58.5319,18.0111
